,g__Collinsella__f__Enterobacteriaceae_g___f__Clostridiaceae_g__,g__Sutterella__o__Lactobacillales_g___g__Holdemania,g__.Eubacterium.__g__Bacteroides_g__Neisseria,g__Dorea__g__Fusobacterium_g__Bilophila,g__Ruminococcus__g__Clostridium,g__Odoribacter__g__Conchiformibius_f__Rikenellaceae_g__,g__Akkermansia__g__Parabacteroides_g__Veillonella,g__Bifidobacterium__f__Peptostreptococcaceae_g___g__Streptococcus,g__Staphylococcus__f__Erysipelotrichaceae_g__,g__Haemophilus__g__Phascolarctobacterium,g__.Ruminococcus.__g__Coprococcus_f__Gemellaceae_g__,g__Oscillospira__g__Faecalibacterium_g__Dialister,f__Enterobacteriaceae_g____f__Clostridiaceae_g__,g__Klebsiella__g__Prevotella,g__Blautia__g__Granulicatella,g__Conchiformibius__f__Rikenellaceae_g__,f__Ruminococcaceae_g____g__Eggerthella_o__Clostridiales_g__,g__Turicibacter__g__Lachnospira_g__Aggregatibacter,f__Lachnospiraceae_g____g__Actinomyces,g__Fusobacterium__g__Bilophila,g__Parabacteroides__g__Veillonella,o__Lactobacillales_g____g__Holdemania,g__Coprococcus__f__Gemellaceae_g__,g__Bacteroides__g__Neisseria,g__Faecalibacterium__g__Dialister,g__Anaerostipes__g__Adlercreutzia_g__Roseburia,g__Lachnospira__g__Aggregatibacter,f__Peptostreptococcaceae_g____g__Streptococcus,g__Eggerthella__o__Clostridiales_g__,g__Adlercreutzia__g__Roseburia
0,-6.5099081138485095,7.14841204474408,-2.89559847927266,-0.0470285656515211,-2.14433401528691,-1.0532861942338498,-3.5070025780839598,2.01745481770826,-3.49912583257852,6.86322979819782,3.35920719780427,-1.99270444698227,3.6222683644942997,0.8653399063494921,0.28389320050649197,3.82923734509557,2.14484877978908,-1.9387554241430403,4.9792508453357,0.0484250337108968,0.549605663786259,0.0,0.114918237119055,5.89101758913294,2.66016423140998,-0.850737396489075,-4.0670842597439805,-2.50041209732695,-1.05808684602359,-1.47352039461795
1,-2.90456135391799,0.7234705242864259,-0.46340663442850394,2.46711824238152,0.0,0.46517209820756605,-1.41952302279468,3.5993322967402404,-4.963747530745731,1.9074022959539398,3.1066158668513197,0.21540411031389803,4.200335374208009,0.565001911229048,4.90404747241806,-1.47038721520282,1.4790908744344602,-0.9684568752686651,5.89539570707188,1.81369308406113,0.33234275342194797,-1.9883026311096599,3.75117453997882,6.112794474415491,4.86134058700536,0.7209321847693131,2.80742033536282,0.38439416864082204,-2.87268908458943,-1.2486911728320802
2,-5.51596207197034,3.4530315709509902,-2.88064427892906,1.46981975758016,-0.037519089405764997,-3.2885043734321497,0.22916588915757702,1.2127444544825,-2.11640602803414,2.40892723183983,2.18632271756594,-0.833357436342603,4.02149057068349,-0.49012907173427395,1.8480405627170802,-0.312422935286825,2.3250523384697,-1.96290310835173,2.62634570064427,1.51917254248478,0.40632376581113006,1.01777723287431,0.247951851787333,4.17358030073712,4.23518958083445,-0.914184305773656,0.6479153900465999,-2.39067654939352,-4.41391840068378,-3.6189681308306803
3,-5.4230282322542,6.474926806347719,-3.3174938745140694,4.19845847902348,-4.22728834823462,0.0,-1.8547923279351202,-4.85941546740046,-0.7591576088841491,3.9666126307943,2.6451464249669905,-2.68807997139195,1.3931716553536102,0.0,1.8222786155073798,0.0,3.5948720185531498,-0.48614074619479797,4.506094759091269,0.0,2.2323364060040296,0.0,-0.386464760987692,5.74606794445689,4.65589108525915,0.0,-0.8420204720388359,1.44685047469977,-1.6188566712509298,0.0
4,0.36818166363258703,2.03490019431779,-2.29654070473452,1.28976172152746,0.0,0.21528209467621398,-2.05088099312229,0.9588831642930992,-1.68571760495781,1.29793840246187,3.10918372992942,-3.92718023612984,4.83776953871704,1.13804446178087,-0.0565987413804902,-2.47932035918312,0.888598983443325,0.008194378952102791,3.21369071788351,3.8372318501659195,-2.29739386805787,0.0,-0.21317529587131895,4.92217853829783,0.8406520348967991,-1.5038371579935101,0.0141930806815162,-2.83361246975177,-0.8858371902424641,-1.02266380416752
5,-3.35065776762587,5.76440126952963,-0.365097326108252,-2.189695567606,1.1170893698125501,-0.453073670218762,-4.3806269339456,3.2021435495934902,0.0,0.21593743524757397,4.3909567919449,-1.7980386554321497,5.80350949230332,-0.776836199212093,1.23687107898615,-0.784746616390602,2.1413147035776396,-0.157999090726512,4.3130482203823295,-2.81240583273341,2.5757024783581604,0.0,0.35329784539027104,3.6958258856082304,5.39038322874306,-0.0789995453632559,-0.9802581434685458,-2.00292656005501,0.7885241807100741,-0.136831226344002
6,1.4742276808302701,2.26380921202755,-2.92025038900254,-1.03912081488919,2.65400198669819,-0.33742814244690594,-4.0346153791841,0.804669078330302,-1.92424645064626,4.267890048870799,2.0972656487373103,-1.4811737028110399,-0.4068438885129079,-0.47910064006828296,3.4789518759615397,0.969229711802557,3.0651634840567596,-1.2532812937833402,5.2428947640048795,-0.16070624034664902,-0.45440901397147404,0.0,2.41835176592958,6.42306721322466,2.9208803809985397,0.32625789799336197,-0.49012907173427395,0.452574754107148,-4.09382187055802,-2.08203276895859
7,-3.01789312473657,-0.261722332504255,0.135672300817685,2.56204790411639,1.83927407099406,-1.01445889173824,-4.20165951665627,-2.6282385177613703,-3.18611849346521,-0.416500369550022,3.3697976197698396,0.21393870823379896,0.860361608962417,-0.776836199212093,1.9368650259412599,-0.776836199212093,1.56811077930522,-0.7470209015019399,5.804921780488289,1.1421963305794298,0.645034047073595,-1.69971987676945,1.8043449829115803,6.3737378446471,5.0743782431100195,-3.54091722052837,3.56166334168191,-0.894961275302329,-3.79664659240753,-3.86526334538607
8,-1.44856024923116,-0.0821683798546979,-0.7297296390544631,-0.892738287192937,0.0,-0.7812440498986329,-2.93342196543194,-0.11111147783741601,-0.20342194425645396,1.37596626197674,1.86448224662328,-0.19199951811080299,2.5089799494930096,0.0,1.3554689780837699,-2.9068267859595003,1.25048277119706,-0.00892959349736318,4.1852899814799205,-0.657281179699893,0.8442306736678399,-1.15351097140924,0.49012907173427395,6.64651413276685,5.0946283516858895,-1.0233884852356,-0.0154665096283698,-3.95557441159723,-0.7023350641211329,-1.77256085230901
9,-5.271500951899321,0.0204226347680249,-3.6360356661794,3.85016802475029,0.0,0.5863749377749129,-2.6045203735610403,-4.02875348328319,-0.7253875664042341,-1.0790847606738299,3.27114951830074,-1.4956427790414,2.86309231474302,1.5132552963960901,0.217424516302892,0.0,3.03133933965904,-1.25313239786347,4.48704250168583,1.77478086320196,0.469019839052622,0.0,1.3502504541677298,6.2977985119552695,1.03685688484904,-0.5761636203909,2.17048898171015,1.06108382236265,-2.23481574297602,-0.9979446639898679
